host,provider,role,region,model,currency,unit,price_low,price_high,value_basis,value_published,rate_hourly_usd,normalization_basis,hours_per_month_used,hours_source,confidence_tier,strict_pass,dual_agreement,verify_verdict,verify_reasons,scope_verdict,country,country_source,evidence_quote,evidence_page,source_url,capture_date
trailmarktech.com,TrailMark Technology Partners,CTO,US,Monthly,USD,per_month,9500,,published,9500,475.00,published(9500) USD | per_month / 20h (declared: declared:hours_per_month 20+ (read at floor)) | FX USD 1 USD @2026-09-03 | = 475.00 USD/h,20,declared,low,false,disagree:1offers,REJECT,not_own_price,include,,,"Executive-level ownership of technology and team. Starting at $9,500/month",https://trailmarktech.com/services,https://trailmarktech.com/fractional-cto-cost,2026-09-01
tucksoftwaregroup.com,Tuck Software Group,CTO,US,Monthly,USD,per_month,5000,,published,5000,142.86,published(5000) USD | per_month / 35h (declared: declared:hours_per_month 35) | FX USD 1 USD @2026-09-03 | = 142.86 USD/h,35,declared,high,true,agree,PASS,,include,,,$ 5K /month,https://www.tucksoftwaregroup.com/tsg-pricing,https://www.tucksoftwaregroup.com/tsg-pricing,2026-09-01
tucksoftwaregroup.com,Tuck Software Group,CTO,US,Monthly,USD,per_month,10000,,published,10000,181.82,published(10000) USD | per_month / 55h (declared: declared:hours_per_month 55) | FX USD 1 USD @2026-09-03 | = 181.82 USD/h,55,declared,high,true,agree,PASS,,include,,,$ 10K /month,https://www.tucksoftwaregroup.com/tsg-pricing,https://www.tucksoftwaregroup.com/tsg-pricing,2026-09-01
tucksoftwaregroup.com,Tuck Software Group,CTO,US,Monthly,USD,per_month,20000,,published,20000,333.33,published(20000) USD | per_month / 60h (declared: declared:hours_per_month 60+ (read at floor)) | FX USD 1 USD @2026-09-03 | = 333.33 USD/h,60,declared,high,true,agree,PASS,,include,,,$ 20K /month,https://www.tucksoftwaregroup.com/tsg-pricing,https://www.tucksoftwaregroup.com/tsg-pricing,2026-09-01
trinityhawk.com,Trinity Hawk,multi,UK,Monthly,GBP,per_month,2000,2000,published,2000,83.06,published(2000) GBP | per_month / 32.5h (default: no hours published) | FX GBP 1.349718203474522107954215327 USD @2026-09-03 | = 83.06 USD/h,32.5,default,high,true,agree,PASS,,include,,,"£2,000 per month, three month minimum",https://www.trinityhawk.com/pricing,https://www.trinityhawk.com/pricing,2026-09-01
trinityhawk.com,Trinity Hawk,multi,US,Day,USD,per_day,3000,3750,midpoint,3375,421.88,"midpoint(3000,3750)=3375 USD | per_day / 8h (declared 8-hour day) | FX USD 1 USD @2026-09-03 | = 421.88 USD/h",,,medium,true,single,REJECT,not_own_price,include,,,"Executive Deal Desk $3,000 to $3,750 per day Senior review and strategy on the deals that matter.",https://www.trinityhawk.com/pricing,https://www.trinityhawk.com/pricing,2026-09-01
azoraops.com,Azora Ops Consulting,multi,US,Monthly,USD,per_month,5000,,published,5000,153.85,published(5000) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 153.85 USD/h,32.5,default,high,true,agree,PASS,,include,,,Starts at $5000/month,https://www.azoraops.com/services,https://www.azoraops.com/,2026-08-31
epfsllc.com,Egort & Partners,multi,US,Monthly,USD,per_month,2499,,published,2499,76.89,published(2499) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 76.89 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$2,499 USD /month",https://www.epfsllc.com/pricing,https://www.epfsllc.com/pricing,2026-08-31
epfsllc.com,Egort & Partners,multi,US,Monthly,USD,per_month,7499,,published,7499,230.74,published(7499) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 230.74 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$7,499 USD /month",https://www.epfsllc.com/pricing,https://www.epfsllc.com/pricing,2026-08-31
epfsllc.com,Egort & Partners,multi,US,Monthly,USD,per_month,14999,,published,14999,461.51,published(14999) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 461.51 USD/h,32.5,default,high,true,agree,PASS,,include,,,"$14,999 USD /month",https://www.epfsllc.com/pricing,https://www.epfsllc.com/pricing,2026-08-31
lucrumconsulting.com,Lucrum Consulting,multi,US,Monthly,USD,per_month,899,,published,899,27.66,published(899) USD | per_month / 32.5h (default_after_rejected_reading: declared hours rejected: same SLA column as offer 3) | FX USD 1 USD @2026-09-03 | = 27.66 USD/h,32.5,default_after_rejected_reading,medium,true,single,REJECT,not_own_price,include,,,$ 899 / Month * Lead Confidently 2 Support Calls / Month Biannual Basic Basic 24 Hours 1,https://lucrumconsulting.com/fractional-cfo-pricing/,https://lucrumconsulting.com/fractional-cfo-pricing/,2026-09-01
lucrumconsulting.com,Lucrum Consulting,multi,US,Monthly,USD,per_month,1599,,published,1599,49.20,published(1599) USD | per_month / 32.5h (default_after_rejected_reading: declared hours rejected: same SLA column as offer 3) | FX USD 1 USD @2026-09-03 | = 49.20 USD/h,32.5,default_after_rejected_reading,medium,true,single,REJECT,not_own_price,include,,,"$ 1,599 / Month * Lead Proactively 10 Support Calls / Month Quarterly Advanced Basic Advanced 8 Hours 3",https://lucrumconsulting.com/fractional-cfo-pricing/,https://lucrumconsulting.com/fractional-cfo-pricing/,2026-09-01
lucrumconsulting.com,Lucrum Consulting,multi,US,Monthly,USD,per_month,3400,,published,3400,104.62,"published(3400) USD | per_month / 32.5h (default_after_rejected_reading: declared hours rejected: comparison-table cell. Price rises as the number falls across the three plans ($899/24h, $1,599/8h, $3,400/4h): this is a support response-time SLA) | FX USD 1 USD @2026-09-03 | = 104.62 USD/h",32.5,default_after_rejected_reading,medium,true,single,REJECT,not_own_price,include,,,"Starting at $ 3,400 / Month * Lead Strategically Unlimited Monthly Comprehensive Comprehensive Comprehensive 4 Hours Unlimited",https://lucrumconsulting.com/fractional-cfo-pricing/,https://lucrumconsulting.com/fractional-cfo-pricing/,2026-09-01
trinityhawk.com,Trinity Hawk,multi,US,Monthly,USD,per_month,3500,3500,published,3500,107.69,published(3500) USD | per_month / 32.5h (default: no hours published) | FX USD 1 USD @2026-09-03 | = 107.69 USD/h,32.5,default,medium,true,single,REJECT,not_own_price,include,,,"Sales Coaching, Advisory and Enablement $3,500 per month, three month minimum We are not trainers. This is advisory and coaching for the people already doing the selling, built around your live deals rather than an off-the-shelf curriculum.",https://www.trinityhawk.com/pricing,https://www.trinityhawk.com/pricing,2026-09-01
